(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.0694457,0)
(-0.103874,0)
(-0.0830015,0)
(0.194353,0)
(0.155245,0)
(-0.0905678,0)
(0.0347056,0)
(-0.346544,0)
(-0.194517,0)
(0.279395,0)
(0.426227,0)
(-0.255461,0)
(0.236888,0)
(-0.394542,0)
(-0.189789,0)
(0.0622383,0)
(0.724176,0)
(-0.534242,0)
(0.41177,0)
(-0.168796,0)
(-0.161875,0)
(-0.277546,0)
(1.06062,0)
(-0.821904,0)
(0.568658,0)
(0.147204,0)
(-0.336253,0)
(-0.430717,0)
(1.06127,0)
(-1.1076,0)
(0.554533,0)
(0.327584,0)
(-0.461237,0)
(-0.331644,0)
(0.845081,0)
(-1.05843,0)
(0.37872,0)
(0.321112,0)
(-0.417412,0)
(-0.177442,0)
(0.531922,0)
(-0.813141,0)
(0.207737,0)
(0.218998,0)
(-0.34425,0)
(0.0161689,0)
(0.252853,0)
(-0.507934,0)
(0.0299978,0)
(0.0990773,0)
(-0.168946,0)
(0.08306,0)
(0.109928,0)
(-0.246919,0)
(-0.0368145,0)
(0.0310734,0)
(-0.101377,0)
(0.127453,0)
(0.0378616,0)
(-0.12746,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
(-0.029585,0)
(0.110078,0)
(0.031328,0)
(-0.065878,0)
(-0.080814,0)
(0.005816,0)
